label,structural_1_hop_neighbor_count,structural_2_hop_neighbor_count,structural_3_hop_neighbor_count,structural_4_hop_neighbor_count,structural_5_hop_neighbor_count,structural_6_hop_neighbor_count,structural_7_hop_neighbor_count,structural_8_hop_neighbor_count,structural_avg_depth,structural_dst_user_count,structural_max_depth,structural_reply_count,structural_reply_users_count,structural_retweet_count,structural_retweet_reply_percent,structural_retweet_users_count,structural_root_to_all_depth_max,structural_root_to_all_depth_sum,structural_src_dst_user_percent,structural_src_user_count,structural_trace_count,tweet_id
false,37.0,14.0,16.0,3.0,1.0,0.0,0.0,0.0,1.8835616438356164,151.0,6.0,2.0,2.0,149.0,0.9867549668874173,149.0,6.0,275.0,0.23737373737373738,47.0,164.0,667379734343471104
unverified,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1153846153846154,129.0,2.0,8.0,8.0,121.0,0.937984496124031,121.0,2.0,145.0,0.07194244604316546,10.0,128.0,715671763808493569
false,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0337078651685394,177.0,2.0,46.0,45.0,132.0,0.7415730337078652,132.0,2.0,184.0,0.03804347826086957,7.0,178.0,653250169752977408
unverified,149.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5763888888888888,287.0,3.0,20.0,19.0,270.0,0.9310344827586207,269.0,3.0,454.0,0.09748427672955975,31.0,293.0,656361703664451585
false,73.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1545293072824157,562.0,4.0,134.0,117.0,447.0,0.7693631669535284,446.0,4.0,650.0,0.09500805152979067,59.0,593.0,643103859729166337
unverified,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2398373983739837,245.0,3.0,45.0,43.0,203.0,0.8185483870967742,202.0,3.0,305.0,0.057692307692307696,15.0,251.0,714560810266132480
false,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1437908496732025,152.0,3.0,13.0,13.0,139.0,0.9144736842105263,139.0,3.0,175.0,0.10588235294117647,18.0,152.0,658065957823324160
non-rumor,29.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.1443298969072164,290.0,4.0,36.0,36.0,254.0,0.8758620689655172,254.0,4.0,333.0,0.06451612903225806,20.0,290.0,693534670428971008
unverified,22.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.3278688524590163,121.0,4.0,24.0,21.0,101.0,0.808,101.0,4.0,162.0,0.1357142857142857,19.0,126.0,722885778448121857
true,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1096938775510203,391.0,2.0,208.0,184.0,207.0,0.4987951807228916,207.0,2.0,435.0,0.09069767441860466,39.0,436.0,614599619310407680
unverified,20.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.3673469387755102,97.0,5.0,1.0,1.0,96.0,0.9896907216494846,96.0,5.0,134.0,0.19166666666666668,23.0,96.0,706933939953344514
non-rumor,107.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1468531468531469,857.0,3.0,152.0,143.0,716.0,0.8248847926267281,714.0,3.0,984.0,0.05824175824175824,53.0,876.0,691285663522648065
false,38.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1774891774891776,263.0,3.0,25.0,23.0,243.0,0.9067164179104478,241.0,3.0,272.0,0.12040133779264214,36.0,290.0,661229627734667264
unverified,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0598290598290598,116.0,3.0,9.0,9.0,107.0,0.9224137931034483,107.0,3.0,124.0,0.056910569105691054,7.0,118.0,714755546285477888
non-rumor,165.0,51.0,4.0,2.0,0.0,0.0,0.0,0.0,1.3235294117647058,883.0,5.0,34.0,30.0,853.0,0.9616685456595265,853.0,5.0,1170.0,0.1062753036437247,105.0,889.0,672102358516670465
false,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.070615034168565,438.0,2.0,44.0,42.0,396.0,0.9,396.0,2.0,470.0,0.05603448275862069,26.0,440.0,673686233936072704
false,19.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.092783505154639,290.0,4.0,6.0,6.0,284.0,0.9793103448275862,284.0,4.0,318.0,0.06752411575562701,21.0,289.0,618192748735299584
unverified,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.099290780141844,140.0,3.0,34.0,33.0,107.0,0.7588652482269503,107.0,3.0,155.0,0.0728476821192053,11.0,140.0,715264793737879553
true,74.0,15.0,9.0,4.0,2.0,0.0,0.0,0.0,1.4574780058651027,340.0,6.0,5.0,5.0,335.0,0.9852941176470589,335.0,6.0,497.0,0.12596401028277635,49.0,340.0,614594667225571328
non-rumor,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.047244094488189,380.0,3.0,146.0,134.0,246.0,0.6275510204081632,246.0,3.0,399.0,0.042821158690176324,17.0,398.0,693935557009801218
false,48.0,4.0,2.0,2.0,1.0,0.0,0.0,0.0,1.6491228070175439,113.0,6.0,17.0,14.0,105.0,0.860655737704918,99.0,6.0,188.0,0.18115942028985507,25.0,132.0,644229386149888001
unverified,16.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2142857142857142,111.0,4.0,12.0,11.0,104.0,0.896551724137931,101.0,4.0,136.0,0.15267175572519084,20.0,117.0,763428684850094080
false,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0737704918032787,121.0,2.0,26.0,22.0,102.0,0.796875,100.0,2.0,131.0,0.07633587786259542,10.0,131.0,671181758692507648
non-rumor,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0571428571428572,629.0,3.0,8.0,8.0,621.0,0.9872813990461049,621.0,3.0,666.0,0.044072948328267476,29.0,629.0,692078399012130816
unverified,66.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,1.417004048582996,246.0,4.0,62.0,58.0,189.0,0.7529880478087649,188.0,4.0,350.0,0.14878892733564014,43.0,266.0,752875379765968897
false,48.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1907356948228882,366.0,4.0,31.0,31.0,336.0,0.9155313351498637,335.0,4.0,437.0,0.07808564231738035,31.0,367.0,626642648179159040
unverified,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0620689655172413,144.0,3.0,43.0,38.0,106.0,0.7114093959731543,106.0,3.0,154.0,0.07096774193548387,11.0,154.0,742114513726623744
unverified,52.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3716216216216217,147.0,3.0,12.0,11.0,137.0,0.9194630872483222,137.0,3.0,203.0,0.06962025316455696,11.0,164.0,716457799392342018
unverified,32.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,1.556390977443609,132.0,5.0,5.0,5.0,129.0,0.9626865671641791,128.0,5.0,207.0,0.21428571428571427,36.0,133.0,778625026144792577
true,1357.0,267.0,74.0,8.0,1.0,0.0,0.0,0.0,1.761516654854713,2821.0,6.0,84.0,78.0,2745.0,0.9703075291622482,2744.0,6.0,4971.0,0.11705790297339592,374.0,2836.0,614610920782888960
unverified,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1322314049586777,120.0,2.0,17.0,17.0,103.0,0.8583333333333333,103.0,2.0,137.0,0.06976744186046512,9.0,119.0,715254040289021952
false,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.373015873015873,125.0,2.0,23.0,23.0,103.0,0.8174603174603174,102.0,2.0,173.0,0.0234375,3.0,125.0,673872171341447169
non-rumor,277.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3421926910299002,902.0,4.0,106.0,97.0,807.0,0.8838992332968236,806.0,4.0,1212.0,0.04042553191489362,38.0,916.0,693167683701968896
unverified,21.0,3.0,7.0,4.0,3.0,0.0,0.0,0.0,1.8387096774193548,92.0,6.0,0.0,0.0,92.0,1.0,92.0,6.0,171.0,0.16363636363636364,18.0,93.0,724624672604610562
unverified,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0116959064327486,170.0,2.0,0.0,0.0,170.0,1.0,170.0,2.0,173.0,0.017341040462427744,3.0,169.0,655432919595548672
non-rumor,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0626631853785902,382.0,3.0,86.0,84.0,302.0,0.7783505154639175,300.0,3.0,407.0,0.045,18.0,393.0,692014905239666688
true,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.058252427184466,102.0,2.0,2.0,2.0,100.0,0.9803921568627451,100.0,2.0,109.0,0.07272727272727272,8.0,101.0,544520042810200064
non-rumor,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0384615384615385,363.0,2.0,44.0,43.0,320.0,0.8791208791208791,320.0,2.0,378.0,0.03713527851458886,14.0,365.0,692803280238419971
false,43.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1680216802168022,368.0,4.0,33.0,33.0,336.0,0.9105691056910569,336.0,4.0,431.0,0.10024449877750612,41.0,369.0,664000310856310784
unverified,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1327433628318584,112.0,3.0,6.0,6.0,106.0,0.9464285714285714,106.0,3.0,128.0,0.08196721311475409,10.0,112.0,742571519105077248
non-rumor,130.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1057993730407523,1275.0,3.0,129.0,125.0,1153.0,0.8993759750390016,1153.0,3.0,1411.0,0.032625189681335355,43.0,1287.0,767541796410839040
true,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1814516129032258,247.0,2.0,37.0,29.0,220.0,0.8560311284046692,218.0,2.0,293.0,0.09523809523809523,26.0,258.0,641972184412327937
false,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0758293838862558,210.0,3.0,6.0,6.0,204.0,0.9714285714285714,204.0,3.0,227.0,0.07079646017699115,16.0,209.0,651321040119963648
false,55.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2527777777777778,359.0,4.0,22.0,21.0,339.0,0.9390581717451524,338.0,4.0,451.0,0.10918114143920596,44.0,363.0,662151653462790144
non-rumor,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0701754385964912,284.0,3.0,11.0,11.0,273.0,0.9612676056338029,273.0,3.0,305.0,0.04697986577181208,14.0,284.0,693844030589902848
false,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.076219512195122,327.0,3.0,78.0,77.0,252.0,0.7636363636363637,252.0,3.0,353.0,0.05491329479768786,19.0,332.0,676067381299576832
true,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0803571428571428,111.0,2.0,5.0,5.0,107.0,0.9553571428571429,106.0,2.0,121.0,0.08264462809917356,10.0,112.0,544491151118860289
true,44.0,55.0,20.0,11.0,9.0,0.0,0.0,0.0,2.5978835978835977,188.0,6.0,16.0,15.0,174.0,0.9157894736842105,173.0,6.0,491.0,0.16444444444444445,37.0,190.0,544515538383564801
false,59.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.10207336523126,626.0,3.0,78.0,73.0,555.0,0.8767772511848341,553.0,3.0,691.0,0.06706408345752608,45.0,635.0,673615400655970304
unverified,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,124.0,2.0,22.0,21.0,103.0,0.824,103.0,2.0,125.0,0.023622047244094488,3.0,124.0,653432261203750912
false,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.115,199.0,4.0,17.0,17.0,182.0,0.914572864321608,182.0,4.0,223.0,0.0871559633027523,19.0,198.0,641443248909754368
true,169.0,47.0,16.0,1.0,0.0,0.0,0.0,0.0,1.4679582712369597,670.0,5.0,38.0,33.0,638.0,0.9437869822485208,638.0,5.0,985.0,0.1529709228824273,121.0,678.0,614601139422633984
true,45.0,15.0,20.0,5.0,0.0,0.0,0.0,0.0,1.9506172839506173,161.0,5.0,4.0,4.0,158.0,0.9753086419753086,157.0,5.0,316.0,0.16580310880829016,32.0,162.0,524931324763992064
unverified,309.0,102.0,32.0,18.0,7.0,4.0,0.0,0.0,1.4269208549971115,1742.0,7.0,74.0,71.0,1672.0,0.9576174112256587,1672.0,7.0,2470.0,0.1608863198458574,334.0,1772.0,707786906189303808
false,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0476190476190477,230.0,3.0,73.0,73.0,157.0,0.6826086956521739,157.0,3.0,242.0,0.03765690376569038,9.0,234.0,656047932093763584
non-rumor,110.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.189033189033189,693.0,4.0,30.0,30.0,664.0,0.9567723342939481,663.0,4.0,824.0,0.07723035952063914,58.0,697.0,723025600810766336
false,136.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,1.7850467289719627,213.0,4.0,2.0,2.0,211.0,0.9906103286384976,211.0,4.0,382.0,0.06986899563318777,16.0,212.0,656595123590012928
false,41.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2969696969696969,164.0,4.0,20.0,19.0,149.0,0.8816568047337278,146.0,4.0,214.0,0.16751269035532995,33.0,174.0,615346611955183616
unverified,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0883534136546185,248.0,2.0,46.0,43.0,206.0,0.8174603174603174,206.0,2.0,271.0,0.09818181818181818,27.0,254.0,763524712853102596
false,146.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,1.1673243883188635,1266.0,4.0,22.0,22.0,1245.0,0.9826361483820047,1245.0,4.0,1479.0,0.10149041873669269,143.0,1269.0,663817239896821760
false,172.0,61.0,23.0,14.0,12.0,1.0,0.0,0.0,1.6436170212765957,763.0,7.0,133.0,124.0,641.0,0.8281653746770026,639.0,7.0,1236.0,0.17691477885652643,164.0,803.0,659462980476637184
false,476.0,142.0,37.0,13.0,5.0,0.0,0.0,0.0,1.5933583959899749,1595.0,6.0,124.0,112.0,1491.0,0.923219814241486,1483.0,6.0,2543.0,0.1241076331685887,226.0,1631.0,669259395902152704
false,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1416666666666666,119.0,3.0,2.0,2.0,118.0,0.9833333333333333,118.0,3.0,137.0,0.10526315789473684,14.0,120.0,620367840902782976
unverified,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2937062937062938,142.0,3.0,7.0,7.0,136.0,0.951048951048951,136.0,3.0,185.0,0.1125,18.0,153.0,733242244522725376
true,48.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.2402597402597402,307.0,4.0,19.0,19.0,289.0,0.9383116883116883,288.0,4.0,382.0,0.12034383954154727,42.0,312.0,544301453717041152
false,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0206185567010309,96.0,2.0,1.0,1.0,95.0,0.9895833333333334,95.0,2.0,99.0,0.04,4.0,95.0,628045645010608128
false,328.0,63.0,12.0,4.0,0.0,0.0,0.0,0.0,1.4637281910009183,1088.0,5.0,106.0,97.0,992.0,0.9034608378870674,991.0,5.0,1594.0,0.1453260015710919,185.0,1111.0,672169954016403456
non-rumor,70.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1231003039513678,657.0,3.0,20.0,20.0,638.0,0.9696048632218845,638.0,3.0,739.0,0.05873925501432665,41.0,659.0,693076140278153217
false,32.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1.2323651452282158,240.0,4.0,50.0,50.0,191.0,0.7925311203319502,190.0,4.0,297.0,0.1111111111111111,30.0,244.0,674314254732931072
unverified,102.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0347222222222223,143.0,3.0,3.0,3.0,140.0,0.9790209790209791,140.0,3.0,293.0,0.052980132450331126,8.0,143.0,714555825122107392
false,81.0,24.0,5.0,1.0,1.0,0.0,0.0,0.0,1.2580645161290323,588.0,6.0,49.0,47.0,543.0,0.9172297297297297,542.0,6.0,741.0,0.11178247734138973,74.0,594.0,611039775856812032
unverified,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4230769230769231,129.0,3.0,12.0,12.0,118.0,0.9076923076923077,117.0,3.0,185.0,0.11643835616438356,17.0,129.0,778681502825451520
true,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0206185567010309,96.0,2.0,1.0,1.0,95.0,0.9895833333333334,95.0,2.0,99.0,0.030303030303030304,3.0,96.0,525068915068923904
unverified,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1171875,255.0,3.0,44.0,40.0,216.0,0.8307692307692308,215.0,3.0,286.0,0.07272727272727272,20.0,262.0,740791134146965504
true,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1708860759493671,157.0,2.0,11.0,10.0,147.0,0.930379746835443,147.0,2.0,185.0,0.07647058823529412,13.0,158.0,544504183341064192
true,32.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3392857142857142,111.0,4.0,4.0,4.0,107.0,0.963963963963964,107.0,4.0,150.0,0.12598425196850394,16.0,110.0,553476490315431937
non-rumor,466.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2928792569659442,1614.0,3.0,172.0,165.0,1453.0,0.8941538461538462,1451.0,3.0,2088.0,0.028296207104154123,47.0,1634.0,761573188543229952
false,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0294117647058822,373.0,2.0,0.0,0.0,373.0,1.0,373.0,2.0,385.0,0.018421052631578946,7.0,373.0,673696115305406466
false,28.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0911764705882352,339.0,3.0,92.0,90.0,250.0,0.7309941520467836,250.0,3.0,371.0,0.06868131868131869,25.0,343.0,651825062174195712
false,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3440860215053763,185.0,3.0,46.0,44.0,144.0,0.7578947368421053,143.0,3.0,250.0,0.06565656565656566,13.0,193.0,633949800761700352
non-rumor,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0429629629629629,674.0,3.0,57.0,57.0,617.0,0.9154302670623146,617.0,3.0,704.0,0.030215827338129497,21.0,676.0,761999790892806144
true,695.0,325.0,93.0,19.0,4.0,2.0,0.0,0.0,1.6283121597096188,2754.0,7.0,64.0,63.0,2692.0,0.97677793904209,2691.0,7.0,4486.0,0.1541769041769042,502.0,2759.0,553587013409325058
true,31.0,11.0,17.0,1.0,0.0,0.0,0.0,0.0,2.0388349514563107,102.0,5.0,2.0,2.0,100.0,0.9803921568627451,100.0,5.0,210.0,0.10526315789473684,12.0,101.0,544513524438155264
false,54.0,16.0,5.0,2.0,1.0,1.0,0.0,0.0,1.54337899543379,218.0,7.0,34.0,32.0,186.0,0.8454545454545455,186.0,7.0,338.0,0.1925925925925926,52.0,231.0,672539897899577344
non-rumor,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0517241379310345,579.0,3.0,9.0,9.0,570.0,0.9844559585492227,570.0,3.0,610.0,0.04455445544554455,27.0,578.0,693691456222052352
non-rumor,36.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1.1215351812366738,468.0,4.0,15.0,15.0,453.0,0.967948717948718,453.0,4.0,526.0,0.07326732673267326,37.0,468.0,693648684857323521
unverified,64.0,18.0,4.0,1.0,0.0,0.0,0.0,0.0,1.2941176470588236,390.0,5.0,22.0,22.0,368.0,0.9435897435897436,368.0,5.0,506.0,0.12556053811659193,56.0,390.0,655812191233417216
false,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1042345276872965,306.0,3.0,85.0,79.0,228.0,0.7284345047923323,228.0,3.0,339.0,0.0755287009063444,25.0,319.0,672219174463275008
true,39.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.129113924050633,394.0,4.0,29.0,27.0,367.0,0.9267676767676768,367.0,4.0,446.0,0.07728337236533958,33.0,395.0,614628865353351168
unverified,165.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4931506849315068,365.0,3.0,20.0,19.0,346.0,0.9453551912568307,346.0,3.0,545.0,0.07360406091370558,29.0,371.0,727854332188577792
true,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.037037037037037,107.0,2.0,2.0,2.0,105.0,0.9813084112149533,105.0,2.0,112.0,0.044642857142857144,5.0,106.0,544358564484378624
unverified,56.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2346570397111913,276.0,4.0,39.0,39.0,239.0,0.8597122302158273,237.0,4.0,342.0,0.09803921568627451,30.0,278.0,742012307694223361
unverified,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1314285714285715,176.0,3.0,32.0,31.0,145.0,0.8192090395480226,145.0,3.0,198.0,0.08333333333333333,16.0,186.0,707332312724283392
unverified,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.047244094488189,126.0,2.0,14.0,13.0,113.0,0.889763779527559,113.0,2.0,133.0,0.06666666666666667,9.0,128.0,755447443009916929
non-rumor,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0659186535764376,712.0,3.0,61.0,58.0,654.0,0.9146853146853147,654.0,3.0,760.0,0.03783783783783784,28.0,721.0,693555965019492352
unverified,58.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3113207547169812,211.0,4.0,21.0,20.0,193.0,0.9018691588785047,191.0,4.0,278.0,0.10212765957446808,24.0,214.0,705092738224525312
unverified,22.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,1.787037037037037,114.0,4.0,10.0,10.0,107.0,0.9145299145299145,104.0,4.0,193.0,0.22448979591836735,33.0,127.0,724661834419048448
unverified,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1642857142857144,139.0,3.0,25.0,25.0,116.0,0.8226950354609929,114.0,3.0,163.0,0.12578616352201258,20.0,142.0,757190314880884736
true,121.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4983388704318936,300.0,3.0,16.0,16.0,284.0,0.9466666666666667,284.0,3.0,451.0,0.1329479768786127,46.0,299.0,544278985249550337
true,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0693069306930694,100.0,2.0,11.0,11.0,89.0,0.89,89.0,2.0,108.0,0.047619047619047616,5.0,99.0,544367462012432384
unverified,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089500860585198,580.0,3.0,67.0,66.0,514.0,0.8846815834767642,514.0,3.0,633.0,0.039735099337748346,24.0,582.0,775672628493357057
non-rumor,35.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0841487279843445,510.0,4.0,23.0,23.0,487.0,0.9549019607843138,487.0,4.0,554.0,0.06934306569343066,38.0,510.0,692797856386777089
true,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.262857142857143,174.0,3.0,16.0,16.0,158.0,0.9080459770114943,158.0,3.0,221.0,0.10309278350515463,20.0,174.0,614645853291155457
non-rumor,95.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1.44140625,255.0,4.0,9.0,9.0,247.0,0.96484375,246.0,4.0,369.0,0.09574468085106383,27.0,256.0,682916727282270208
unverified,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1857585139318885,322.0,3.0,30.0,28.0,295.0,0.9076923076923077,295.0,3.0,383.0,0.08781869688385269,31.0,330.0,725983128444129280
unverified,44.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2407407407407407,272.0,4.0,28.0,25.0,247.0,0.8981818181818182,247.0,4.0,335.0,0.11400651465798045,35.0,281.0,766808183696351233
true,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0655737704918034,243.0,3.0,17.0,17.0,226.0,0.9300411522633745,226.0,3.0,260.0,0.047058823529411764,12.0,244.0,552791196247269378
true,217.0,76.0,20.0,11.0,2.0,1.0,1.0,1.0,1.62640099626401,805.0,9.0,7.0,7.0,798.0,0.991304347826087,798.0,9.0,1306.0,0.195,195.0,805.0,524943490887991296
false,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.219298245614035,113.0,3.0,2.0,2.0,111.0,0.9823008849557522,111.0,3.0,139.0,0.05042016806722689,6.0,112.0,667534186450825216
non-rumor,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.068840579710145,275.0,2.0,26.0,26.0,249.0,0.9054545454545454,249.0,2.0,295.0,0.04844290657439446,14.0,275.0,687643002240679936
unverified,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2482758620689656,144.0,3.0,0.0,0.0,144.0,1.0,144.0,3.0,181.0,0.1111111111111111,18.0,144.0,723511860516016128
false,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0396825396825398,125.0,2.0,13.0,13.0,112.0,0.896,112.0,2.0,131.0,0.05303030303030303,7.0,124.0,677099574855639044
true,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0252100840336134,118.0,2.0,4.0,4.0,114.0,0.9661016949152542,114.0,2.0,122.0,0.03278688524590164,4.0,117.0,544391533240516608
false,25.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.1522491349480968,288.0,4.0,4.0,4.0,284.0,0.9861111111111112,284.0,4.0,333.0,0.08280254777070063,26.0,287.0,656825206045020160
true,49.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,1.8434782608695652,114.0,4.0,8.0,8.0,107.0,0.9304347826086956,106.0,4.0,212.0,0.17985611510791366,25.0,114.0,525025279803424768
non-rumor,44.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1588235294117648,339.0,4.0,17.0,17.0,322.0,0.9498525073746312,322.0,4.0,394.0,0.0423728813559322,15.0,340.0,693119705469587456
false,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2074074074074075,134.0,3.0,18.0,18.0,117.0,0.8666666666666667,116.0,3.0,163.0,0.07586206896551724,11.0,135.0,666051332504207360
non-rumor,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0313588850174216,286.0,3.0,30.0,26.0,260.0,0.896551724137931,260.0,3.0,296.0,0.040268456375838924,12.0,293.0,692929779696275456
unverified,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0829268292682928,204.0,3.0,64.0,57.0,148.0,0.6981132075471698,148.0,3.0,222.0,0.06422018348623854,14.0,221.0,650975967146602496
true,92.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,1.8994082840236686,168.0,4.0,10.0,9.0,159.0,0.9408284023668639,159.0,4.0,321.0,0.15577889447236182,31.0,168.0,553544694765215745
false,29.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.396694214876033,120.0,4.0,12.0,11.0,110.0,0.9016393442622951,109.0,4.0,169.0,0.1891891891891892,28.0,123.0,674080899055546368
false,28.0,7.0,5.0,2.0,0.0,0.0,0.0,0.0,1.3047619047619048,209.0,5.0,0.0,0.0,209.0,1.0,209.0,5.0,274.0,0.11063829787234042,26.0,208.0,626770498328895488
false,20.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.2043478260869565,229.0,4.0,5.0,4.0,225.0,0.9782608695652174,225.0,4.0,277.0,0.10196078431372549,26.0,230.0,657007736467525632
true,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.044776119402985,200.0,2.0,8.0,8.0,192.0,0.96,192.0,2.0,210.0,0.047619047619047616,10.0,199.0,614626710248534016
unverified,64.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2546125461254614,270.0,3.0,44.0,44.0,229.0,0.8388278388278388,227.0,3.0,340.0,0.07534246575342465,22.0,279.0,751536167183613952
non-rumor,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0605263157894738,379.0,3.0,18.0,18.0,361.0,0.9525065963060686,361.0,3.0,403.0,0.04773869346733668,19.0,381.0,693771953648373760
