label,structural_1_hop_neighbor_count,structural_2_hop_neighbor_count,structural_3_hop_neighbor_count,structural_4_hop_neighbor_count,structural_5_hop_neighbor_count,structural_6_hop_neighbor_count,structural_7_hop_neighbor_count,structural_8_hop_neighbor_count,structural_avg_depth,structural_dst_user_count,structural_max_depth,structural_reply_count,structural_reply_users_count,structural_retweet_count,structural_retweet_reply_percent,structural_retweet_users_count,structural_root_to_all_depth_max,structural_root_to_all_depth_sum,structural_src_dst_user_percent,structural_src_user_count,structural_trace_count,tweet_id,temporal___avg_diff_time_from_root,temporal___avg_diff_time_from_src,temporal___avg_reply_time_from_root,temporal___avg_reply_time_from_src,temporal___avg_retweet_time_from_root,temporal___avg_retweet_time_from_src,social_____avg_delta_follower,social_____avg_delta_friend,social_____avg_favourites,social_____avg_follower,social_____avg_friend,social_____avg_listed,social_____avg_statuses,social_____delta_followers_count_down,social_____delta_followers_count_else,social_____delta_followers_count_up,social_____delta_followers_count_up_percent,social_____max_delta_follower,social_____max_delta_friend,social_____max_favourites,social_____max_follower,social_____max_friend,social_____max_listed,social_____max_statuses,social_____verified_percent,struct_temp_1_hop_neighbor_max_time,struct_temp_1_hop_neighbor_mean_time,struct_temp_1_hop_neighbor_median_time,struct_temp_2_hop_neighbor_max_time,struct_temp_2_hop_neighbor_mean_time,struct_temp_2_hop_neighbor_median_time
non-rumor,22.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0665188470066518,450.0,4.0,25.0,25.0,425.0,0.9444444444444444,425.0,4.0,481.0,0.0425531914893617,20.0,452.0,688819658057740290,2.835111111111111,241.2994444444444,0.6208,192.812,2.9653647058823527,244.1516470588235,-37076551.61004785,1664.968899521531,27334.02625298329,97372.06682577566,1763.1336515513126,454.62291169451066,76225.01909307876,416.0,0.0,2.0,0.004784688995215311,1392.0,42486.0,657007.0,39537724.0,42489.0,134851.0,1173136.0,0.033412887828162284,11945.5,246.0163207547169,24.68,11945.5,246.0163207547169,23.315
non-rumor,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0371517027863777,322.0,2.0,19.0,19.0,303.0,0.9409937888198758,303.0,2.0,335.0,0.03303303303303303,11.0,322.0,692845716826300418,3.5365838509316765,1065.0418322981368,0.0,551.0573684210526,3.7583498349834974,1097.2718811881186,-12860826.584717607,1633.0066445182724,41411.84210526317,46689.77960526317,1956.5756578947367,348.82565789473676,78243.75,301.0,0.0,0.0,0.0,-627.0,34411.0,775248.0,13259005.0,34641.0,63394.0,1320250.0,0.02960526315789473,74562.85,956.4056634304204,56.23,74562.85,956.4056634304204,73.41
unverified,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1652173913043478,114.0,3.0,12.0,12.0,102.0,0.8947368421052632,102.0,3.0,134.0,0.08800000000000001,11.0,115.0,756282236375277568,16.75675438596491,34.897982456140355,0.29416666666666663,12.989166666666668,18.693529411764708,37.47549019607843,-1461087.5046728973,1117.8785046728972,40507.12037037037,18469.39814814815,1867.6574074074076,385.53703703703695,84033.11111111111,104.0,0.0,3.0,0.02803738317757009,1815.0,28601.0,306619.0,1776867.0,29245.0,33024.0,558073.0,0.009259259259259259,1801.73,39.48642105263158,12.48,1801.73,39.48642105263158,7.005
non-rumor,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0924855491329482,683.0,3.0,555.0,531.0,154.0,0.2172073342736248,154.0,3.0,567.0,0.13434727503168567,106.0,1242.0,692742353736568833,0.5358024691358018,396.83539094650206,-0.054678111587983365,411.7405579399142,14.293999999999995,49.545,-29418655.195688225,1062.7611940298507,23409.55968992248,117858.28062015506,1262.9410852713181,517.215503875969,49049.07906976744,559.0,0.0,44.0,0.07296849087893864,12947.0,45681.0,657216.0,39538454.0,45684.0,134855.0,1173151.0,0.017054263565891473,39049.38,398.11023206751037,66.325,39049.38,398.11023206751037,18.19
non-rumor,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0924855491329482,683.0,3.0,555.0,531.0,154.0,0.2172073342736248,154.0,3.0,567.0,0.13434727503168567,106.0,1242.0,692742353736568833,0.5358024691358018,396.83539094650206,-0.054678111587983365,411.7405579399142,14.293999999999995,49.545,-29418655.195688225,1062.7611940298507,23409.55968992248,117858.28062015506,1262.9410852713181,517.215503875969,49049.07906976744,559.0,0.0,44.0,0.07296849087893864,12947.0,45681.0,657216.0,39538454.0,45684.0,134855.0,1173151.0,0.017054263565891473,39011.05,510.8942528735634,64.27,39011.05,510.8942528735634,16.985000000000007
non-rumor,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0924855491329482,683.0,3.0,555.0,531.0,154.0,0.2172073342736248,154.0,3.0,567.0,0.13434727503168567,106.0,1242.0,692742353736568833,0.5358024691358018,396.83539094650206,-0.054678111587983365,411.7405579399142,14.293999999999995,49.545,-29314998.27804878,888.9121951219513,25973.31924882629,187492.20187793425,1100.9295774647887,719.6760563380283,49393.84507042253,176.0,0.0,29.0,0.14146341463414633,12948.0,43481.0,710753.0,39537649.0,43484.0,134854.0,1173139.0,0.009389671361502348,39049.38,398.11023206751037,66.325,39049.38,398.11023206751037,18.19
non-rumor,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0924855491329482,683.0,3.0,555.0,531.0,154.0,0.2172073342736248,154.0,3.0,567.0,0.13434727503168567,106.0,1242.0,692742353736568833,0.5358024691358018,396.83539094650206,-0.054678111587983365,411.7405579399142,14.293999999999995,49.545,-29314998.27804878,888.9121951219513,25973.31924882629,187492.20187793425,1100.9295774647887,719.6760563380283,49393.84507042253,176.0,0.0,29.0,0.14146341463414633,12948.0,43481.0,710753.0,39537649.0,43484.0,134854.0,1173139.0,0.009389671361502348,39011.05,510.8942528735634,64.27,39011.05,510.8942528735634,16.985000000000007
non-rumor,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0924855491329482,683.0,3.0,555.0,531.0,154.0,0.2172073342736248,154.0,3.0,567.0,0.13434727503168567,106.0,1242.0,692742353736568833,2.392087447108604,315.5403244005642,3.821639639639641,354.3547747747748,-2.7598701298701305,175.65707792207797,-29418655.195688225,1062.7611940298507,23409.55968992248,117858.28062015506,1262.9410852713181,517.215503875969,49049.07906976744,559.0,0.0,44.0,0.07296849087893864,12947.0,45681.0,657216.0,39538454.0,45684.0,134855.0,1173151.0,0.017054263565891473,39049.38,398.11023206751037,66.325,39049.38,398.11023206751037,18.19
non-rumor,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0924855491329482,683.0,3.0,555.0,531.0,154.0,0.2172073342736248,154.0,3.0,567.0,0.13434727503168567,106.0,1242.0,692742353736568833,2.392087447108604,315.5403244005642,3.821639639639641,354.3547747747748,-2.7598701298701305,175.65707792207797,-29418655.195688225,1062.7611940298507,23409.55968992248,117858.28062015506,1262.9410852713181,517.215503875969,49049.07906976744,559.0,0.0,44.0,0.07296849087893864,12947.0,45681.0,657216.0,39538454.0,45684.0,134855.0,1173151.0,0.017054263565891473,39011.05,510.8942528735634,64.27,39011.05,510.8942528735634,16.985000000000007
non-rumor,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0924855491329482,683.0,3.0,555.0,531.0,154.0,0.2172073342736248,154.0,3.0,567.0,0.13434727503168567,106.0,1242.0,692742353736568833,2.392087447108604,315.5403244005642,3.821639639639641,354.3547747747748,-2.7598701298701305,175.65707792207797,-29314998.27804878,888.9121951219513,25973.31924882629,187492.20187793425,1100.9295774647887,719.6760563380283,49393.84507042253,176.0,0.0,29.0,0.14146341463414633,12948.0,43481.0,710753.0,39537649.0,43484.0,134854.0,1173139.0,0.009389671361502348,39049.38,398.11023206751037,66.325,39049.38,398.11023206751037,18.19
non-rumor,39.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0924855491329482,683.0,3.0,555.0,531.0,154.0,0.2172073342736248,154.0,3.0,567.0,0.13434727503168567,106.0,1242.0,692742353736568833,2.392087447108604,315.5403244005642,3.821639639639641,354.3547747747748,-2.7598701298701305,175.65707792207797,-29314998.27804878,888.9121951219513,25973.31924882629,187492.20187793425,1100.9295774647887,719.6760563380283,49393.84507042253,176.0,0.0,29.0,0.14146341463414633,12948.0,43481.0,710753.0,39537649.0,43484.0,134854.0,1173139.0,0.009389671361502348,39011.05,510.8942528735634,64.27,39011.05,510.8942528735634,16.985000000000007
non-rumor,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,227.0,2.0,233.0,217.0,10.0,0.0411522633744856,10.0,2.0,208.0,0.15925925925925927,43.0,602.0,692742353736568833,0.5358024691358018,396.83539094650206,-0.054678111587983365,411.7405579399142,14.293999999999995,49.545,-29418655.195688225,1062.7611940298507,23409.55968992248,117858.28062015506,1262.9410852713181,517.215503875969,49049.07906976744,559.0,0.0,44.0,0.07296849087893864,12947.0,45681.0,657216.0,39538454.0,45684.0,134855.0,1173151.0,0.017054263565891473,39049.38,398.11023206751037,66.325,39049.38,398.11023206751037,18.19
non-rumor,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,227.0,2.0,233.0,217.0,10.0,0.0411522633744856,10.0,2.0,208.0,0.15925925925925927,43.0,602.0,692742353736568833,0.5358024691358018,396.83539094650206,-0.054678111587983365,411.7405579399142,14.293999999999995,49.545,-29418655.195688225,1062.7611940298507,23409.55968992248,117858.28062015506,1262.9410852713181,517.215503875969,49049.07906976744,559.0,0.0,44.0,0.07296849087893864,12947.0,45681.0,657216.0,39538454.0,45684.0,134855.0,1173151.0,0.017054263565891473,39011.05,510.8942528735634,64.27,39011.05,510.8942528735634,16.985000000000007
non-rumor,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,227.0,2.0,233.0,217.0,10.0,0.0411522633744856,10.0,2.0,208.0,0.15925925925925927,43.0,602.0,692742353736568833,0.5358024691358018,396.83539094650206,-0.054678111587983365,411.7405579399142,14.293999999999995,49.545,-29314998.27804878,888.9121951219513,25973.31924882629,187492.20187793425,1100.9295774647887,719.6760563380283,49393.84507042253,176.0,0.0,29.0,0.14146341463414633,12948.0,43481.0,710753.0,39537649.0,43484.0,134854.0,1173139.0,0.009389671361502348,39049.38,398.11023206751037,66.325,39049.38,398.11023206751037,18.19
non-rumor,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,227.0,2.0,233.0,217.0,10.0,0.0411522633744856,10.0,2.0,208.0,0.15925925925925927,43.0,602.0,692742353736568833,0.5358024691358018,396.83539094650206,-0.054678111587983365,411.7405579399142,14.293999999999995,49.545,-29314998.27804878,888.9121951219513,25973.31924882629,187492.20187793425,1100.9295774647887,719.6760563380283,49393.84507042253,176.0,0.0,29.0,0.14146341463414633,12948.0,43481.0,710753.0,39537649.0,43484.0,134854.0,1173139.0,0.009389671361502348,39011.05,510.8942528735634,64.27,39011.05,510.8942528735634,16.985000000000007
non-rumor,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,227.0,2.0,233.0,217.0,10.0,0.0411522633744856,10.0,2.0,208.0,0.15925925925925927,43.0,602.0,692742353736568833,2.392087447108604,315.5403244005642,3.821639639639641,354.3547747747748,-2.7598701298701305,175.65707792207797,-29418655.195688225,1062.7611940298507,23409.55968992248,117858.28062015506,1262.9410852713181,517.215503875969,49049.07906976744,559.0,0.0,44.0,0.07296849087893864,12947.0,45681.0,657216.0,39538454.0,45684.0,134855.0,1173151.0,0.017054263565891473,39049.38,398.11023206751037,66.325,39049.38,398.11023206751037,18.19
non-rumor,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,227.0,2.0,233.0,217.0,10.0,0.0411522633744856,10.0,2.0,208.0,0.15925925925925927,43.0,602.0,692742353736568833,2.392087447108604,315.5403244005642,3.821639639639641,354.3547747747748,-2.7598701298701305,175.65707792207797,-29418655.195688225,1062.7611940298507,23409.55968992248,117858.28062015506,1262.9410852713181,517.215503875969,49049.07906976744,559.0,0.0,44.0,0.07296849087893864,12947.0,45681.0,657216.0,39538454.0,45684.0,134855.0,1173151.0,0.017054263565891473,39011.05,510.8942528735634,64.27,39011.05,510.8942528735634,16.985000000000007
non-rumor,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,227.0,2.0,233.0,217.0,10.0,0.0411522633744856,10.0,2.0,208.0,0.15925925925925927,43.0,602.0,692742353736568833,2.392087447108604,315.5403244005642,3.821639639639641,354.3547747747748,-2.7598701298701305,175.65707792207797,-29314998.27804878,888.9121951219513,25973.31924882629,187492.20187793425,1100.9295774647887,719.6760563380283,49393.84507042253,176.0,0.0,29.0,0.14146341463414633,12948.0,43481.0,710753.0,39537649.0,43484.0,134854.0,1173139.0,0.009389671361502348,39049.38,398.11023206751037,66.325,39049.38,398.11023206751037,18.19
non-rumor,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0833333333333333,227.0,2.0,233.0,217.0,10.0,0.0411522633744856,10.0,2.0,208.0,0.15925925925925927,43.0,602.0,692742353736568833,2.392087447108604,315.5403244005642,3.821639639639641,354.3547747747748,-2.7598701298701305,175.65707792207797,-29314998.27804878,888.9121951219513,25973.31924882629,187492.20187793425,1100.9295774647887,719.6760563380283,49393.84507042253,176.0,0.0,29.0,0.14146341463414633,12948.0,43481.0,710753.0,39537649.0,43484.0,134854.0,1173139.0,0.009389671361502348,39011.05,510.8942528735634,64.27,39011.05,510.8942528735634,16.985000000000007
false,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1048951048951048,142.0,2.0,12.0,12.0,131.0,0.9160839160839158,131.0,2.0,158.0,0.06578947368421052,10.0,143.0,675193315306905600,3.2002797202797204,150.15279720279722,16.935,53.7875,1.9421374045801527,158.98015267175575,-2576689.808695652,424.14782608695646,17277.147826086955,25183.35652173913,1091.817391304348,252.88695652173917,50595.63478260869,114.0,0.0,1.0,0.008695652173913044,98.0,14754.0,225722.0,2770124.0,15381.0,22239.0,1320250.0,0.017391304347826087,2514.65,157.48166666666663,27.845,2514.65,157.48166666666663,21.06
false,366.0,90.0,23.0,9.0,4.0,0.0,0.0,0.0,1.3178368121442126,2109.0,6.0,341.0,332.0,1778.0,0.8390750353940538,1778.0,6.0,2778.0,0.13209876543209875,321.0,2196.0,674364257799004160,35424.324535158084,134728.9143605474,12196.277829912024,135551.10815249267,39879.19738470191,134571.22702474688,-420865.01485148526,-266369.16666666674,28998.944831280132,3945.8741296197113,3027.139260846277,64.30583824317087,52467.72308516337,1739.0,0.0,79.0,0.043454345434543455,540192.0,436403.0,574534.0,1076628.0,776194.0,2555.0,1429345.0,0.0042849491162292455,389816.72,167869.6454860684,141114.23,389816.72,167869.6454860684,91.95500000000902
unverified,119.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2491289198606272,573.0,4.0,23.0,21.0,553.0,0.9600694444444444,553.0,4.0,717.0,0.09335443037974683,59.0,579.0,716461257025581056,31.00894097222222,488.3236458333333,30.02565217391304,1022.333913043478,31.04983725135624,466.1134538878842,-39335.18091451292,-182.6858846918489,33312.46771037181,2206.086105675147,1851.7181996086106,87.24853228962816,47459.10567514677,487.0,0.0,16.0,0.03180914512922465,74474.0,54246.0,386676.0,115469.0,55753.0,1907.0,844635.0,0.009784735812133072,59195.6,497.05153846153814,129.11,59195.6,497.05153846153814,74.5
false,93.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2823529411764707,339.0,3.0,14.0,13.0,327.0,0.9589442815249268,326.0,3.0,436.0,0.07629427792915533,28.0,341.0,662430295254175744,47.84463343108504,783.1239589442814,76.10857142857142,1166.4278571428572,46.63455657492354,766.7133944954128,-562191.8498293515,296.5324232081911,34219.88815789473,9115.486842105263,2300.7763157894738,193.8388157894737,70206.69736842105,288.0,0.0,5.0,0.017064846416382253,1088001.0,30080.0,796455.0,1556210.0,31257.0,16144.0,1102696.0,0.006578947368421052,12763.42,682.2431967213109,168.36,12763.42,682.2431967213109,72.44999999999993
true,21.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,1.4452054794520548,145.0,5.0,3.0,3.0,142.0,0.9793103448275862,142.0,5.0,211.0,0.152046783625731,26.0,144.0,544512676643500033,2.7401379310344827,8.160206896551724,0.0,16.793333333333333,2.798028169014085,7.977816901408451,-309569.20833333326,-11679.825,19016.484126984127,7512.0079365079355,2359.1984126984125,126.0238095238095,73012.24603174604,114.0,0.0,6.0,0.05,27513.0,25806.0,480317.0,409437.0,72407.0,4274.0,406845.0,0.0873015873015873,57.8,8.336886792452836,4.15,57.8,8.336886792452836,3.04
false,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0374707259953162,426.0,3.0,41.0,39.0,388.0,0.9044289044289044,388.0,3.0,443.0,0.03619909502262444,16.0,428.0,638050997340893184,1.3850582750582752,148.97573426573427,0.6195121951219512,114.73121951219512,1.4659536082474225,152.59435567010308,-40047153.63613861,55.44059405940594,22142.049627791563,107164.0446650124,1159.183622828784,420.3498759305211,64313.78660049628,400.0,0.0,4.0,0.0099009900990099,2021.0,40713.0,453952.0,41806249.0,41821.0,138301.0,1712257.0,0.017369727047146403,8782.15,153.81002439024397,16.035,8782.15,153.81002439024397,22.69
non-rumor,79.0,21.0,10.0,1.0,0.0,0.0,0.0,0.0,1.222543352601156,691.0,5.0,6.0,6.0,685.0,0.9913169319826338,685.0,5.0,846.0,0.10723514211886304,83.0,690.0,692890520960397312,4.295499276410999,115.23801736613602,0.0,27.021666666666665,4.333124087591241,116.01071532846714,-28659966.50393701,164.44094488188978,17494.119379844957,53317.51317829458,691.3379844961239,107.63875968992248,31856.11782945737,603.0,0.0,32.0,0.05039370078740157,7785.0,45887.0,457022.0,33890660.0,46184.0,59963.0,1029353.0,0.007751937984496123,5044.57,107.13315517241377,7.73,5044.57,107.13315517241377,8.7
true,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1124260355029585,168.0,3.0,19.0,19.0,149.0,0.8869047619047619,149.0,3.0,188.0,0.06145251396648045,11.0,167.0,544324444773433348,1.0898809523809525,3041.339583333333,0.4057894736842105,10.678947368421053,1.1771140939597315,3427.799664429531,-8826674.610062892,654.7358490566038,15235.23125,70617.60625,3337.99375,1002.65,73707.525,156.0,0.0,3.0,0.018867924528301886,8227.0,259879.0,236834.0,9811487.0,262648.0,127897.0,1320250.0,0.06875,251798.05,3422.1591946308727,6.55,251798.05,3422.1591946308727,9.34
unverified,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2783505154639174,96.0,2.0,3.0,3.0,93.0,0.96875,93.0,2.0,124.0,0.04,4.0,95.0,745236050407194624,19.4625,348.2745833333333,0.0,41.43333333333333,20.09032258064516,358.1726881720429,-982120.5375,-2375.725,33926.16049382716,42063.43209876544,5332.0370370370365,476.8148148148149,85653.53086419753,77.0,0.0,3.0,0.0375,2391763.0,282229.0,546906.0,2770068.0,282992.0,22237.0,1320183.0,0.02469135802469136,2554.7,405.0894117647059,104.625,2554.7,405.0894117647059,22.255000000000006
false,47.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0752551020408163,783.0,4.0,19.0,19.0,764.0,0.9757343550447,764.0,4.0,843.0,0.05434782608695652,45.0,783.0,673079581520318464,23.83200510855684,534.7118007662835,31.497368421052638,407.84789473684197,23.641374345549746,537.8667931937174,-1779147.143454039,361.47910863509753,14370.641274238227,3119.139889196676,426.7742382271469,11.170360110803324,16932.739612188365,688.0,0.0,30.0,0.04178272980501393,7059.0,9731.0,214813.0,1909910.0,9750.0,4974.0,209897.0,0.0,10952.4,530.8325890410954,332.1,10952.4,530.8325890410954,20.71
non-rumor,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0537190082644627,241.0,4.0,7.0,7.0,234.0,0.970954356846473,234.0,4.0,255.0,0.04743083003952569,12.0,240.0,691995324752252930,0.909792531120332,182.87605809128632,0.7685714285714286,398.84571428571417,0.9140170940170941,176.41542735042736,-10617391.414746543,567.1244239631336,24299.58256880734,51886.33027522937,618.2844036697247,363.4036697247707,28964.665137614684,212.0,0.0,5.0,0.02304147465437788,1873.0,4706.0,322019.0,11131035.0,4720.0,73849.0,821556.0,0.009174311926605505,3502.8,184.86300000000008,43.24500000000001,3502.8,184.86300000000008,8.190000000000001
false,22.0,9.0,5.0,3.0,0.0,0.0,0.0,0.0,1.5739130434782609,114.0,5.0,7.0,7.0,108.0,0.9391304347826088,107.0,5.0,181.0,0.19718309859154928,28.0,117.0,673984270902427650,483.94669565217384,5507.920086956522,1.8142857142857145,12061.481428571427,515.1960185185185,5083.152222222223,-3277.9292929292933,-967.4949494949497,24457.411764705877,2496.9117647058824,1560.4117647058827,36.48039215686274,48889.16666666666,73.0,0.0,26.0,0.26262626262626265,73554.0,19129.0,171149.0,75700.0,20830.0,492.0,395488.0,0.0,142306.47,7479.287333333334,385.9,142306.47,7479.287333333334,9.899999999999636
true,59.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.215633423180593,370.0,4.0,13.0,13.0,357.0,0.9648648648648648,357.0,4.0,451.0,0.11904761904761905,50.0,372.0,524975705206304769,1.988567567567568,17.384783783783778,0.2,2.3915384615384614,2.0536974789915967,17.930756302521008,-952838.2119402986,245.2567164179104,11447.958702064894,7598.463126843659,1061.6283185840707,103.87610619469028,26251.271386430682,319.0,0.0,16.0,0.04776119402985075,64489.0,10083.0,280776.0,1159036.0,13452.0,8447.0,507797.0,0.06194690265486725,455.02,16.73807308970098,3.17,455.02,16.73807308970098,2.92
false,31.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.2962962962962965,165.0,5.0,12.0,12.0,153.0,0.9272727272727272,153.0,5.0,210.0,0.16666666666666666,33.0,168.0,618805892222468096,4.741515151515151,167.5710303030303,0.685,40.17333333333333,5.0596732026143805,177.56300653594772,-634762.609929078,-594.8014184397163,20094.83673469388,7469.7210884353735,1048.2448979591836,62.93197278911565,86620.38775510204,135.0,0.0,6.0,0.0425531914893617,15887.0,24713.0,161127.0,837230.0,25693.0,3997.0,514878.0,0.020408163265306117,10947.03,197.71796747967468,9.97,10947.03,197.71796747967468,4.190000000000001
non-rumor,431.0,69.0,83.0,5.0,0.0,0.0,0.0,0.0,1.8857142857142857,944.0,5.0,35.0,34.0,915.0,0.963157894736842,910.0,5.0,1782.0,0.12104283054003726,130.0,951.0,693086478667112448,160.1734105263158,626.8883263157893,1.060857142857143,921.9491428571428,166.25968306010927,615.6018469945355,-8077451.894357743,-635.2989195678272,19553.944705882357,33031.269411764704,737.8517647058824,149.21764705882353,39169.26235294118,790.0,0.0,43.0,0.051620648259303716,13948570.0,17379.0,632757.0,17727079.0,17907.0,43897.0,869598.0,0.015294117647058824,130423.32,1003.5959550561798,65.035,130423.32,1003.5959550561798,31.12
true,683.0,374.0,116.0,30.0,8.0,8.0,3.0,1.0,1.9437939110070257,2134.0,9.0,122.0,114.0,2025.0,0.9431765253842572,2024.0,9.0,4150.0,0.18174846625766872,474.0,2163.0,614595181845839873,27.91198882161155,162.23691197019096,6.502295081967213,67.19754098360654,29.201856790123454,167.96274074074077,-107330.58656873033,-1449.8032528856245,28167.013312852017,4586.7905785970315,1456.4633896569378,96.42140296979008,47861.78545826933,1729.0,0.0,177.0,0.09286463798530954,1152299.0,206240.0,701790.0,1172752.0,207878.0,15622.0,770814.0,0.028161802355350738,42220.32,267.41986827661924,47.02,42220.32,267.41986827661924,10.01
false,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1674418604651162,214.0,3.0,7.0,7.0,207.0,0.9672897196261684,207.0,3.0,251.0,0.11570247933884298,28.0,213.0,654371696195993600,197.85607476635516,1289.7572897196262,379.25714285714287,1814.8628571428574,191.7217391304348,1272.0000966183572,-972.5555555555555,-540.7037037037037,13501.91847826087,1247.016304347826,1232.6684782608695,20.36413043478261,40586.33152173913,16.0,0.0,11.0,0.4074074074074074,1836.0,1084.0,334171.0,37418.0,88965.0,540.0,222780.0,0.0,30086.5,1505.7450000000006,1120.515,30086.5,1505.7450000000006,21.480000000000015
false,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.213235294117647,135.0,2.0,43.0,38.0,101.0,0.7013888888888888,99.0,2.0,165.0,0.17177914110429449,28.0,149.0,665358434351509504,83.31763888888891,699.4402777777777,101.96232558139536,965.6506976744188,75.37980198019801,586.1031683168318,-7275.947368421053,-7751.210526315788,35441.30088495575,4296.123893805308,4383.716814159292,71.53982300884954,68050.26548672566,15.0,0.0,4.0,0.21052631578947367,1982.0,4023.0,335365.0,97143.0,92996.0,492.0,423719.0,0.0,21611.17,740.6887619047618,49.33,21611.17,740.6887619047618,68.53
unverified,54.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,1.245,399.0,5.0,69.0,63.0,337.0,0.8300492610837439,337.0,5.0,498.0,0.109375,49.0,420.0,755439197125767169,19.55625615763547,91.96480295566502,11.095652173913043,105.08710144927538,21.288545994065284,89.27804154302669,-11176232.75975976,-4711.108108108108,30861.461764705884,42389.29705882353,1516.2529411764706,364.2058823529412,66986.62941176469,321.0,0.0,12.0,0.036036036036036036,2821.0,11810.0,448914.0,13290842.0,18947.0,94712.0,1711952.0,0.026470588235294117,2693.12,92.83064220183479,14.36,2693.12,92.83064220183479,9.85
false,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.112068965517241,231.0,4.0,13.0,13.0,219.0,0.9439655172413792,219.0,4.0,258.0,0.06477732793522267,16.0,231.0,666633171325353989,46.341551724137936,376.99612068965513,1.1923076923076923,439.80846153846153,49.02164383561645,373.2675342465754,-23696857.11675127,818.2994923857867,17646.17874396135,121878.72946859905,957.768115942029,617.9903381642513,61558.96618357487,195.0,0.0,2.0,0.01015228426395939,4554.0,7079.0,222064.0,24965221.0,7149.0,113415.0,1711952.0,0.00966183574879227,18332.77,402.5152153110048,28.63,18332.77,402.5152153110048,20.53
unverified,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0346820809248556,172.0,2.0,11.0,11.0,161.0,0.936046511627907,161.0,2.0,179.0,0.03910614525139665,7.0,171.0,729647367457230850,2.360813953488372,123.32476744186049,0.0,46.57090909090909,2.522111801242236,128.5688198757764,-14828978.197452227,-4062.9044585987263,13972.493670886077,98554.63924050632,1251.3417721518988,421.15189873417717,40161.367088607585,156.0,0.0,1.0,0.006369426751592357,680.0,3875.0,349591.0,15318096.0,9316.0,56990.0,319535.0,0.0189873417721519,3550.32,128.28484848484854,12.67,3550.32,128.28484848484854,6.729999999999999
unverified,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1194029850746268,133.0,3.0,22.0,22.0,112.0,0.8358208955223879,111.0,3.0,150.0,0.09523809523809523,14.0,134.0,726442550266044416,110.24902985074623,1439.3195522388055,0.08863636363636364,1199.0463636363636,131.88767857142858,1486.5160714285714,-146320.15454545454,-28232.118181818183,37762.06896551724,4716.21551724138,3446.327586206897,87.01724137931033,64802.422413793094,109.0,0.0,1.0,0.00909090909090909,9140.0,8623.0,269558.0,162303.0,33688.0,2825.0,344809.0,0.008620689655172414,12899.15,1462.7305128205123,77.57,12899.15,1462.7305128205123,35.195
false,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0472636815920398,401.0,3.0,78.0,76.0,326.0,0.8069306930693071,325.0,3.0,421.0,0.04295942720763723,18.0,406.0,666070802924617728,3.0732178217821784,121.69299504950493,6.910769230769231,121.15897435897436,2.1550306748466257,121.82076687116563,-1343410.142857143,2857.1148459383753,33517.849582172705,7272.835654596099,3176.9192200557104,140.77437325905294,73483.77437325905,356.0,0.0,1.0,0.0028011204481792717,495.0,60600.0,523142.0,1397150.0,60602.0,21463.0,1320182.0,0.0,978.0,121.20879581151821,31.365,978.0,121.20879581151821,37.63000000000001
